YEAR,STATE,RATE,DEATHS,LAT,LON
2019,Mississippi,13.6,394,32.741646,-89.678696
2019,Missouri,26.9,1583,38.456085,-92.288368
2019,Montana,14.1,143,46.921925,-110.454353
2019,Nebraska,8.7,161,41.12537,-98.268082
2019,Nevada,20.1,647,38.313515,-117.055374
2019,New Hampshire,32,407,43.452492,-71.563896
2019,New Jersey,31.7,2805,40.298904,-74.521011
2019,New Mexico,30.2,599,34.840515,-106.248482
2019,New York,18.2,3617,42.165726,-74.948051
2019,North Carolina,22.3,2266,35.630066,-79.806419
2019,North Dakota,11.4,82,47.528912,-99.784012
2019,Ohio,38.3,4251,40.388783,-82.764915
2019,Oklahoma,16.7,645,35.565342,-96.928917
2019,Oregon,14,615,44.572021,-122.070938
2019,Pennsylvania,35.6,4377,40.590752,-77.209755
2019,Rhode Island,29.5,307,41.680893,-71.51178
2019,South Carolina,22.7,1127,33.856892,-80.945007
2019,South Dakota,10.5,86,44.299782,-99.438828
2019,Tennessee,31.2,2089,35.747845,-86.692345
2019,Texas,10.8,3136,31.054487,-97.563461
2019,Utah,18.9,571,40.150032,-111.862434
2019,Vermont,23.8,133,44.045876,-72.710686
2019,Virginia,18.3,1547,37.769337,-78.169968
2019,Washington,15.8,1259,47.400902,-121.490494
2019,West Virginia,52.8,870,38.491226,-80.954212
2019,Wisconsin,21.1,1201,44.268543,-89.616508
2019,Wyoming,14.1,79,42.755966,-107.30249
2018,Alabama,16.6,775,32.806671,-86.79113
2018,Alaska,14.6,110,61.370716,-152.404419
2018,Arizona,23.8,1670,33.729759,-111.431221
2018,Arkansas,15.7,444,34.969704,-92.373123
2018,California,12.8,5348,36.116203,-119.681564
2018,Colorado,16.8,995,39.059811,-105.311104
2018,Connecticut,30.7,1069,41.597782,-72.755371
2018,Delaware,43.8,401,39.318523,-75.507141
2018,Florida,22.8,4698,27.766279,-81.686783
2018,Georgia,13.2,1404,33.040619,-83.643074
2018,Hawaii,14.3,213,21.094318,-157.498337
2018,Idaho,14.6,250,44.240459,-114.478828
2018,Illinois,21.3,2722,40.349457,-88.986137
2018,Indiana,25.6,1629,39.849426,-86.258278
2018,Iowa,9.6,287,42.011539,-93.210526
2018,Kansas,12.4,345,38.5266,-96.726486
2018,Kentucky,30.9,1315,37.66814,-84.670067
2018,Louisiana,25.4,1140,31.169546,-91.867805
2018,Maine,27.9,345,44.693947,-69.381927
2018,Maryland,37.2,2324,39.063946,-76.802101
2018,Massachusetts,32.8,2241,42.230171,-71.530106
2018,Michigan,26.6,2591,43.326618,-84.536095
2018,Minnesota,11.5,636,45.694454,-93.900192
2018,Mississippi,10.8,310,32.741646,-89.678696
2018,Missouri,27.5,1610,38.456085,-92.288368
2018,Montana,12.2,125,46.921925,-110.454353
2018,Nebraska,7.4,138,41.12537,-98.268082
2018,Nevada,21.2,688,38.313515,-117.055374
2018,New Hampshire,35.8,452,43.452492,-71.563896
2018,New Jersey,33.1,2900,40.298904,-74.521011
2018,New Mexico,26.7,537,34.840515,-106.248482
2018,New York,18.4,3697,42.165726,-74.948051
2018,North Carolina,22.4,2259,35.630066,-79.806419
2018,North Dakota,10.2,70,47.528912,-99.784012
2018,Ohio,35.9,3980,40.388783,-82.764915
2018,Oklahoma,18.4,716,35.565342,-96.928917
2018,Oregon,12.6,547,44.572021,-122.070938
2018,Pennsylvania,36.1,4415,40.590752,-77.209755
2018,Rhode Island,30.1,317,41.680893,-71.51178
2018,South Carolina,22.6,1125,33.856892,-80.945007
2018,South Dakota,6.9,57,44.299782,-99.438828
2018,Tennessee,27.5,1823,35.747845,-86.692345
2018,Texas,10.4,3005,31.054487,-97.563461
2018,Utah,21.2,624,40.150032,-111.862434
2018,Vermont,26.6,153,44.045876,-72.710686
2018,Virginia,17.1,1448,37.769337,-78.169968
2018,Washington,14.8,1164,47.400902,-121.490494
2018,West Virginia,51.5,856,38.491226,-80.954212
2018,Wisconsin,19.2,1079,44.268543,-89.616508
2018,Wyoming,11.1,66,42.755966,-107.30249
2017,Alabama,18,835,32.806671,-86.79113
2017,Alaska,20.2,147,61.370716,-152.404419
2017,Arizona,22.2,1532,33.729759,-111.431221
2017,Arkansas,15.5,446,34.969704,-92.373123
2017,California,11.7,4868,36.116203,-119.681564
2017,Colorado,17.6,1015,39.059811,-105.311104
2017,Connecticut,30.9,1072,41.597782,-72.755371
2017,Delaware,37,338,39.318523,-75.507141
2017,Florida,25.1,5088,27.766279,-81.686783
2017,Georgia,14.7,1537,33.040619,-83.643074
2017,Hawaii,13.8,203,21.094318,-157.498337
2017,Idaho,14.4,236,44.240459,-114.478828
2017,Illinois,21.6,2778,40.349457,-88.986137
2017,Indiana,29.4,1852,39.849426,-86.258278
2017,Iowa,11.5,341,42.011539,-93.210526
2017,Kansas,11.8,333,38.5266,-96.726486
2017,Kentucky,37.2,1566,37.66814,-84.670067
2017,Louisiana,24.5,1108,31.169546,-91.867805
2017,Maine,34.4,424,44.693947,-69.381927
2017,Maryland,36.3,2247,39.063946,-76.802101
2017,Massachusetts,31.8,2168,42.230171,-71.530106
2017,Michigan,27.8,2694,43.326618,-84.536095
2017,Minnesota,13.3,733,45.694454,-93.900192
2017,Mississippi,12.2,354,32.741646,-89.678696
2017,Missouri,23.4,1367,38.456085,-92.288368
2017,Montana,11.7,119,46.921925,-110.454353
2017,Nebraska,8.1,152,41.12537,-98.268082
2017,Nevada,21.6,676,38.313515,-117.055374
2017,New Hampshire,37,467,43.452492,-71.563896
2017,New Jersey,30,2685,40.298904,-74.521011
2017,New Mexico,24.8,493,34.840515,-106.248482
2017,New York,19.4,3921,42.165726,-74.948051
2017,North Carolina,24.1,2414,35.630066,-79.806419
2017,North Dakota,9.2,68,47.528912,-99.784012
2017,Ohio,46.3,5111,40.388783,-82.764915
2017,Oklahoma,20.1,775,35.565342,-96.928917
2017,Oregon,12.4,530,44.572021,-122.070938
2017,Pennsylvania,44.3,5388,40.590752,-77.209755
2017,Rhode Island,31,320,41.680893,-71.51178
2017,South Carolina,20.5,1008,33.856892,-80.945007
2017,South Dakota,8.5,73,44.299782,-99.438828
2017,Tennessee,26.6,1776,35.747845,-86.692345
2017,Texas,10.5,2989,31.054487,-97.563461
2017,Utah,22.3,650,40.150032,-111.862434
2017,Vermont,23.2,134,44.045876,-72.710686
2017,Virginia,17.9,1507,37.769337,-78.169968
2017,Washington,15.2,1169,47.400902,-121.490494
2017,West Virginia,57.8,974,38.491226,-80.954212
2017,Wisconsin,21.2,1177,44.268543,-89.616508
2017,Wyoming,12.2,69,42.755966,-107.30249
2016,Alabama,16.2,756,32.806671,-86.79113
2016,Alaska,16.8,128,61.370716,-152.404419
2016,Arizona,20.3,1382,33.729759,-111.431221
2016,Arkansas,14,401,34.969704,-92.373123
2016,California,11.2,4654,36.116203,-119.681564
2016,Colorado,16.6,942,39.059811,-105.311104
2016,Connecticut,27.4,971,41.597782,-72.755371
2016,Delaware,30.8,282,39.318523,-75.507141
2016,Florida,23.7,4728,27.766279,-81.686783
2016,Georgia,13.3,1394,33.040619,-83.643074
2016,Hawaii,12.8,191,21.094318,-157.498337
2016,Idaho,15.2,243,44.240459,-114.478828
2016,Illinois,18.9,2411,40.349457,-88.986137
2016,Indiana,24,1526,39.849426,-86.258278
2016,Iowa,10.6,314,42.011539,-93.210526
